meta_id,genus,species,mom_cnt,mom_newborn_pct,newborn_cnt,four_month_pct,four_month_cnt,yr_pct,yr_cnt
MS00275,Prevotella,Prevotella_multisaccharivorax,0,0.0000,0,0.0000,0,0.0000,0
MS00276,Prevotella,Prevotella_copri,5,0.0000,1,1.0000,1,1.0000,3
MS00277,Prevotella,Prevotella_dentalis,0,0.0000,0,0.0000,0,0.0000,1
MS00278,Prevotella,Prevotella_marshii,0,0.0000,0,0.0000,0,0.0000,2
MS00279,Prevotella,Prevotella_tannerae,0,0.0000,0,0.0000,0,0.0000,2
MS00280,Prevotella,Prevotella_nigrescens,2,0.0000,0,0.0000,0,0.0000,2
MS00281,Prevotella,Prevotella_bergensis,2,0.0000,0,0.0000,0,0.0000,5
MS00282,Prevotella,Prevotella_oris,0,0.0000,0,0.0000,0,0.0000,3
MS00283,Prevotella,Prevotella_denticola,1,0.0000,0,0.0000,0,0.0000,2
MS00284,Prevotella,Prevotella_melaninogenica,1,0.0000,0,0.0000,0,0.0000,2
MS00285,Prevotella,Prevotella_buccae,3,0.0000,1,1.0000,1,0.0000,3
MS00286,Propionibacterium,Propionibacterium_freudenreichii,1,0.0000,0,0.0000,0,0.0000,1
MS00287,Propionibacterium,Propionibacterium_acnes,0,0.0000,5,0.4000,3,0.0000,0
MS00288,Proteus,Proteus_penneri,0,0.0000,1,1.0000,1,0.0000,0
MS00289,Proteus,Proteus_mirabilis,2,0.5000,1,1.0000,2,0.0000,2
MS00290,Providencia,Providencia_stuartii,0,0.0000,0,0.0000,0,0.0000,0
MS00291,Providencia,Providencia_alcalifaciens,0,0.0000,0,0.0000,0,0.0000,0
MS00292,Providencia,Providencia_rettgeri,0,0.0000,0,0.0000,1,0.0000,0
MS00293,Providencia,Providencia_rustigianii,0,0.0000,0,0.0000,0,0.0000,0
MS00294,Pseudomonas,Pseudomonas_entomophila,0,0.0000,0,0.0000,0,0.0000,0
MS00295,Pseudomonas,Pseudomonas_putida,0,0.0000,0,0.0000,0,0.0000,0
MS00296,Pseudomonas,Pseudomonas_mendocina/Pseudomonas_fulva/Pseudomonas_stutzeri,0,0.0000,0,0.0000,0,0.0000,0
MS00297,Pseudomonas,Pseudomonas_aeruginosa,0,0.0000,0,0.0000,0,0.0000,1
MS00298,Pseudoxanthomonas,Pseudoxanthomonas_suwonensis,0,0.0000,0,0.0000,0,0.0000,0
MS00299,Rahnella,Rahnella_Y9602,0,0.0000,0,0.0000,0,0.0000,0
MS00300,Roseburia,Roseburia_intestinalis,13,0.0000,0,0.0000,2,0.5000,13
MS00301,Roseburia,Roseburia_inulinivorans,14,0.0000,0,0.0000,1,1.0000,14
MS00302,Rothia,Rothia_mucilaginosa,6,0.6667,11,0.6364,9,0.1111,5
MS00303,Rothia,Rothia_dentocariosa,2,0.0000,0,0.0000,0,0.0000,0
MS00304,Ruminococcaceae,Ruminococcaceae_bacterium_D16,14,0.0000,0,0.0000,4,1.0000,15
MS00305,Ruminococcus,Ruminococcus_gnavus,15,0.0667,1,1.0000,7,1.0000,15
MS00306,Ruminococcus,Ruminococcus_5_1_39BFAA,15,0.1333,2,1.0000,5,1.0000,15
MS00307,Ruminococcus,Ruminococcus_torques,13,0.0000,0,0.0000,2,1.0000,13
MS00308,Ruminococcus,Ruminococcus_flavefaciens,2,0.0000,0,0.0000,0,0.0000,1
MS00309,Ruminococcus,Ruminococcus_lactaris,12,0.0000,0,0.0000,1,0.0000,5
MS00310,Ruminococcus,Ruminococcus_obeum,13,0.0000,0,0.0000,0,0.0000,11
MS00311,Ruminococcus,Ruminococcus_albus,1,0.0000,0,0.0000,0,0.0000,0
MS00312,Ruminococcus,Ruminococcus_albus,0,0.0000,0,0.0000,0,0.0000,0
MS00313,Salmonella,Salmonella_bongori,0,0.0000,0,0.0000,0,0.0000,0
MS00314,Salmonella,Salmonella_enterica,0,0.0000,0,0.0000,0,0.0000,0
MS00315,Serratia,Serratia_symbiotica,0,0.0000,0,0.0000,0,0.0000,0
MS00316,Serratia,Serratia_proteamaculans,0,0.0000,0,0.0000,0,0.0000,0
MS00317,Serratia,Serratia_odorifera,0,0.0000,0,0.0000,0,0.0000,0
MS00318,Slackia,Slackia_exigua,1,0.0000,0,0.0000,0,0.0000,2
MS00319,Slackia,Slackia_heliotrinireducens,0,0.0000,0,0.0000,0,0.0000,0
MS00320,Sodalis,Sodalis_glossinidius,0,0.0000,0,0.0000,0,0.0000,0
MS00321,Staphylococcus,Staphylococcus_pseudintermedius,0,0.0000,0,0.0000,0,0.0000,0
MS00322,Staphylococcus,Staphylococcus_carnosus,0,0.0000,0,0.0000,0,0.0000,0
MS00323,Staphylococcus,Staphylococcus_warneri/Staphylococcus_epidermidis/Staphylococcus_caprae/Staphylococcus_hominis/Staphylococcus_haemolyticus/Staphylococcus_capitis,2,1.0000,14,0.2857,4,0.5000,2
MS00324,Staphylococcus,Staphylococcus_saprophyticus/Staphylococcus_lugdunensis/Staphylococcus_aureus,4,1.0000,12,0.9167,14,0.2143,3
MS00325,Stenotrophomonas,Stenotrophomonas_maltophilia,0,0.0000,0,0.0000,1,0.0000,0
MS00326,Streptococcus,Streptococcus_dysgalactiae,0,0.0000,1,0.0000,0,0.0000,0
MS00327,Streptococcus,Streptococcus_macacae,0,0.0000,0,0.0000,0,0.0000,0
MS00328,Streptococcus,Streptococcus_infantis,4,1.0000,10,0.6000,9,0.5556,7
MS00329,Streptococcus,Streptococcus_downei,0,0.0000,0,0.0000,0,0.0000,0
MS00330,Streptococcus,Streptococcus_cristatus,0,0.0000,4,0.0000,0,0.0000,0
MS00331,Streptococcus,Streptococcus_criceti,0,0.0000,0,0.0000,0,0.0000,0
MS00332,Streptococcus,Streptococcus_oral_taxon_056_F0418,0,0.0000,2,0.0000,0,0.0000,0
MS00333,Streptococcus,Streptococcus_uberis,0,0.0000,0,0.0000,0,0.0000,0
MS00334,Streptococcus,Streptococcus_australis,9,0.4444,9,0.2222,5,0.8000,12
MS00335,Streptococcus,Streptococcus_sanguinis/Streptococcus_oralis/Streptococcus_mitis,2,1.0000,12,0.8333,13,0.2308,3
MS00336,Streptococcus,Streptococcus_pyogenes/Streptococcus_ictaluri,1,0.0000,1,0.0000,0,0.0000,0
MS00337,Streptococcus,Streptococcus_equinus/Streptococcus_infantarius,0,0.0000,0,0.0000,2,0.0000,0
MS00338,Streptococcus,Streptococcus_porcinus/Streptococcus_pseudoporcinus,2,0.5000,2,0.0000,1,0.0000,0
MS00339,Streptococcus,Streptococcus_sanguinis,8,0.2500,2,0.0000,0,0.0000,0
MS00340,Streptococcus,Streptococcus_gordonii,0,0.0000,2,0.0000,0,0.0000,1
MS00341,Streptococcus,Streptococcus_mutans,6,0.1667,1,0.0000,0,0.0000,0
MS00342,Streptococcus,Streptococcus_urinalis/Streptococcus_parauberis,0,0.0000,1,0.0000,0,0.0000,0
MS00343,Streptococcus,Streptococcus_anginosus,6,0.1667,4,0.2500,2,0.5000,1
MS00344,Streptococcus,Streptococcus_parasanguinis,14,0.7143,11,0.6364,10,0.6000,9
MS00345,Streptococcus,Streptococcus_equi,0,0.0000,0,0.0000,0,0.0000,0
MS00346,Streptococcus,Streptococcus_vestibularis/Streptococcus_salivarius,14,0.7143,11,0.7273,9,0.8889,10
MS00347,Streptococcus,Streptococcus_pneumoniae/Streptococcus_pseudopneumoniae,1,1.0000,9,0.4444,7,0.0000,0
MS00348,Streptococcus,Streptococcus_bovis/Streptococcus_pasteurianus/Streptococcus_gallolyticus,1,0.0000,0,0.0000,0,0.0000,0
MS00349,Streptococcus,Streptococcus_thermophilus/Streptococcus_infantis/Streptococcus_peroris,14,0.6429,10,1.0000,15,0.7333,11
MS00350,Streptococcus,Streptococcus_agalactiae,0,0.0000,4,0.5000,3,0.0000,1
MS00351,Streptococcus,Streptococcus_suis,0,0.0000,1,0.0000,0,0.0000,1
MS00352,Subdoligranulum,Subdoligranulum_variabile,15,0.0000,0,0.0000,0,0.0000,8
MS00353,Sutterella,Sutterella_wadsworthensis,10,0.0000,0,0.0000,3,1.0000,7
MS00354,Turicibacter,Turicibacter_PC909,11,0.0000,0,0.0000,0,0.0000,7
MS00355,Ureaplasma,Ureaplasma_urealyticum,1,0.0000,0,0.0000,0,0.0000,0
MS00356,Veillonella,Veillonella_oral_taxon_780_F0422,0,0.0000,1,0.0000,0,0.0000,0
MS00357,Veillonella,Veillonella_atypica,2,0.5000,2,0.0000,4,0.5000,7
MS00358,Veillonella,Veillonella_dispar/Veillonella_parvula,8,0.5000,7,0.7143,13,0.7692,12
MS00359,Victivallis,Victivallis_vadensis,4,0.0000,0,0.0000,0,0.0000,1
MS00360,Xanthomonas,Xanthomonas_campestris,0,0.0000,0,0.0000,0,0.0000,0
MS00361,Xanthomonas,Xanthomonas_perforans/Xanthomonas_campestris/Xanthomonas_fuscans/Xanthomonas_axonopodis,0,0.0000,0,0.0000,0,0.0000,0
MS00362,Xenorhabdus,Xenorhabdus_nematophila,0,0.0000,0,0.0000,0,0.0000,0
MS00363,Xenorhabdus,Xenorhabdus_bovienii,0,0.0000,0,0.0000,0,0.0000,0
MS00364,Yersinia,Yersinia_bercovieri,0,0.0000,0,0.0000,0,0.0000,0
MS00365,Yersinia,Yersinia_aldovae,0,0.0000,0,0.0000,0,0.0000,0
MS00366,Yersinia,Yersinia_rohdei,0,0.0000,0,0.0000,0,0.0000,0
MS00367,Yersinia,Yersinia_intermedia,0,0.0000,0,0.0000,0,0.0000,0
MS00368,Yersinia,Yersinia_kristensenii,0,0.0000,0,0.0000,0,0.0000,0
MS00369,Yersinia,Yersinia_mollaretii,0,0.0000,0,0.0000,0,0.0000,0
MS00370,Yersinia,Yersinia_ruckeri,0,0.0000,0,0.0000,0,0.0000,0
MS00371,Yersinia,Yersinia_frederiksenii,0,0.0000,0,0.0000,0,0.0000,0
MS00372,Yersinia,Yersinia_enterocolitica,0,0.0000,0,0.0000,0,0.0000,0
MS00373,Yersinia,Yersinia_pseudotuberculosis/Yersinia_pestis,0,0.0000,0,0.0000,0,0.0000,0
