Year,Month,Day,Temperature
1947,5,5,17.5
1947,5,10,17.5
1947,7,16,17.5
1947,5,7,17.6
1947,5,13,17.6
1947,5,14,17.6
1947,7,12,17.6
1947,10,4,17.6
1947,5,3,17.7
1947,5,15,17.7
1947,5,20,17.7
1947,7,20,17.8
1947,8,25,17.8
1947,9,21,17.8
1947,10,9,17.8
1947,10,12,17.8
1947,6,11,17.9
1947,8,24,17.9
1947,10,24,17.9
1947,5,6,18
1947,6,12,18
1947,7,6,18
1947,8,22,18
1947,9,29,18
1947,10,7,18
1947,5,16,18.1
1947,5,17,18.1
1947,5,23,18.1
1947,7,7,18.1
1947,7,8,18.1
1947,7,13,18.1
1947,8,11,18.1
1947,8,28,18.1
1947,10,19,18.1
1947,11,2,18.1
1947,10,22,18.2
1947,5,18,18.3
1947,5,27,18.3
1947,6,27,18.3
1947,8,26,18.3
1947,9,10,18.3
1947,10,13,18.3
1947,5,24,18.4
1947,8,16,18.4
1947,8,27,18.4
1947,9,18,18.4
1947,5,21,18.5
1947,5,22,18.5
1947,5,25,18.5
1947,5,28,18.5
1947,5,29,18.5
1947,5,30,18.5
1947,6,13,18.5
1947,7,3,18.5
1947,10,5,18.5
1947,10,25,18.5
1947,5,26,18.6
1947,9,13,18.6
1947,5,31,18.7
1947,6,1,18.7
1947,6,17,18.7
1947,7,21,18.7
1947,9,9,18.7
1947,10,20,18.7
1947,10,21,18.7
1947,10,31,18.7
1947,6,30,18.8
1947,9,14,18.8
1947,10,8,18.8
1947,10,26,18.8
1947,10,29,18.8
1947,9,8,18.9
1947,9,27,18.9
1947,9,30,18.9
1947,10,6,18.9
1947,11,1,18.9
1947,6,15,19
1947,6,16,19
1947,7,25,19
1947,10,30,19
1947,6,3,19.1
1947,9,28,19.1
1947,10,10,19.1
1947,10,11,19.1
1947,10,27,19.1
1947,10,28,19.1
1947,6,7,19.2
1947,6,14,19.2
1947,6,18,19.3
1947,7,22,19.3
1947,7,1,19.4
1947,9,16,19.4
1947,9,17,19.4
1947,10,1,19.4
1947,7,2,19.5
1947,7,18,19.6
1947,7,31,19.7
1947,6,19,19.8
1947,6,21,19.8
1947,9,22,19.8
1947,6,20,19.9
1947,6,25,20
1947,6,26,20
1947,8,1,20
1947,6,22,20.1
1947,9,23,20.3
1947,6,24,20.5
1947,6,23,20.6
1947,8,10,21.1
1947,9,24,21.3
1947,9,25,21.3
1947,9,26,21.3
1947,8,5,21.4
1947,8,4,21.5
1947,8,8,21.8
1947,8,7,21.9
1947,8,6,22.1
1947,8,2,22.5
1947,8,3,22.5
1947,8,9,22.6
1946,1,14,11.6
1946,1,12,11.7
1946,1,13,11.7
1946,1,9,11.8
1946,1,11,11.8
1946,1,10,12.1
1946,1,15,12.1
1946,1,17,12.1
1946,2,22,12.1
1946,2,23,12.2
1946,2,21,12.3
1946,2,25,12.4
1946,1,16,12.5
1946,2,12,12.5
1946,2,17,12.6
1946,2,24,12.6
1946,2,26,12.6
1946,2,27,12.6
1946,3,13,12.6
1946,2,2,12.7
1946,1,18,12.8
1946,2,4,12.8
1946,2,15,12.8
1946,1,7,12.9
1946,2,3,12.9
1946,2,13,12.9
1946,2,18,12.9
1946,3,5,12.9
1946,1,19,13
1946,1,31,13
1946,2,1,13
1946,2,14,13
1946,2,19,13
1946,2,20,13
1946,1,8,13.1
1946,1,21,13.1
1946,1,22,13.1
1946,1,28,13.1
1946,2,5,13.1
1946,2,9,13.1
1946,2,10,13.1
1946,3,6,13.1
1946,3,18,13.1
1946,1,20,13.2
1946,1,23,13.2
1946,1,25,13.2
1946,1,27,13.2
1946,2,6,13.2
1946,2,16,13.2
1946,3,4,13.2
1946,3,7,13.2
1946,3,12,13.2
1946,1,30,13.3
1946,2,7,13.3
1946,2,8,13.3
1946,3,9,13.3
1946,3,21,13.3
1946,1,24,13.4
1946,1,26,13.4
1946,2,11,13.4
1946,2,28,13.4
1946,3,15,13.4
1946,3,22,13.4
1946,4,13,13.4
1946,3,8,13.5
1946,3,16,13.5
1946,3,17,13.5
1946,3,20,13.5
1946,3,2,13.6
1946,3,19,13.6
1946,3,23,13.6
1946,1,29,13.7
1946,3,3,13.7
1946,3,25,13.7
1946,3,1,13.8
1946,3,24,13.9
1946,4,11,13.9
1946,9,15,13.9
1946,12,17,14
1946,12,18,14
1946,12,31,14
1946,3,10,14.1
1946,3,26,14.1
1946,12,19,14.1
1946,12,22,14.1
1946,3,27,14.2
1946,3,31,14.2
1946,12,14,14.2
1946,12,21,14.2
1946,12,29,14.2
1946,12,30,14.2
1946,1,4,14.3
1946,3,11,14.3
1946,3,29,14.3
1946,3,30,14.3
1946,7,17,14.3
1946,9,11,14.3
1946,9,12,14.3
1946,9,16,14.3
1946,12,20,14.3
1946,1,1,14.4
1946,3,28,14.4
1946,4,3,14.4
1946,4,10,14.4
1946,4,12,14.4
1946,4,15,14.4
1946,12,8,14.4
1946,12,12,14.4
1946,12,15,14.4
1946,12,16,14.4
1946,12,23,14.4
1946,12,26,14.4
1946,12,9,14.5
1946,12,10,14.5
1946,12,11,14.5
1946,12,25,14.5
1946,4,1,14.6
1946,9,14,14.6
1946,11,19,14.6
1946,12,13,14.6
1946,12,24,14.6
1946,12,28,14.6
1946,4,5,14.7
1946,7,16,14.7
1946,9,25,14.8
1946,12,27,14.8
1946,1,5,14.9
1946,9,13,14.9
1946,11,9,14.9
1946,12,2,14.9
1946,12,7,14.9
1946,1,2,15
1946,1,3,15
1946,4,2,15
1946,9,29,15
1946,12,3,15
1946,12,4,15
1946,12,5,15
1946,4,7,15.1
1946,9,17,15.1
1946,4,6,15.2
1946,5,13,15.2
1946,9,18,15.2
1946,11,27,15.2
1946,12,1,15.2
1946,4,4,15.3
1946,11,18,15.3
1946,11,25,15.3
1946,4,8,15.4
1946,4,9,15.4
1946,5,14,15.4
1946,5,28,15.4
1946,11,20,15.4
1946,11,26,15.4
1946,11,28,15.4
1946,11,29,15.4
1946,11,30,15.4
1946,8,29,15.5
1946,11,17,15.5
1946,11,21,15.5
1946,12,6,15.5
1946,4,18,15.6
1946,7,18,15.6
1946,11,10,15.6
1946,11,15,15.6
1946,11,23,15.6
1946,11,24,15.6
1946,4,16,15.7
1946,11,12,15.7
1946,11,16,15.7
1946,9,28,15.8
1946,11,6,15.8
1946,11,13,15.8
1946,11,14,15.8
1946,11,22,15.8
1946,4,14,15.9
1946,5,2,15.9
1946,11,3,15.9
1946,11,8,15.9
1946,4,19,16
1946,9,24,16
1946,11,7,16
1946,7,28,16.1
1946,11,4,16.1
1946,11,11,16.1
1946,4,17,16.2
1946,9,26,16.2
1946,9,27,16.2
1946,11,5,16.2
1946,4,20,16.3
1946,6,7,16.3
1946,5,30,16.4
1946,10,17,16.4
1946,10,25,16.4
1946,5,25,16.5
1946,6,1,16.5
1946,8,30,16.5
1946,4,21,16.6
1946,4,22,16.8
1946,5,15,16.8
1946,4,23,16.9
1946,4,25,16.9
1946,5,22,16.9
1946,8,2,16.9
1946,8,27,16.9
1946,4,26,17
1946,5,19,17
1946,5,21,17
1946,7,27,17
1946,8,18,17
1946,9,19,17
1946,11,2,17
1946,4,27,17.1
1946,5,20,17.1
1946,8,28,17.1
1946,4,24,17.2
1946,4,28,17.2
1946,4,30,17.2
1946,5,1,17.2
1946,5,16,17.2
1946,5,17,17.2
1946,5,24,17.2
1946,9,30,17.2
1946,5,23,17.3
1946,5,26,17.3
1946,8,19,17.3
1946,4,29,17.4
1946,5,11,17.4
1946,8,3,17.4
1946,9,1,17.4
1946,9,23,17.4
1946,10,23,17.4
1946,11,1,17.4
1946,5,12,17.5
1946,5,29,17.5
1946,8,7,17.5
1946,8,17,17.5
1946,10,31,17.5
1946,9,7,17.6
1946,10,29,17.6
1946,5,5,17.7
1946,5,10,17.7
1946,5,18,17.7
1946,5,27,17.7
1946,6,6,17.7
1946,7,20,17.7
1946,7,31,17.7
1946,8,1,17.7
1946,10,18,17.7
1946,5,7,17.8
1946,6,3,17.8
1946,6,19,17.8
1946,8,26,17.8
1946,10,22,17.8
1946,10,28,17.8
1946,10,30,17.8
1946,5,4,17.9
1946,5,9,17.9
1946,5,31,17.9
1946,10,26,17.9
1946,6,5,18
1946,9,10,18.1
1946,10,19,18.1
1946,10,24,18.1
1946,5,6,18.2
1946,6,2,18.2
1946,6,4,18.2
1946,6,18,18.2
1946,8,5,18.2
1946,9,20,18.2
1946,5,8,18.3
1946,10,21,18.3
1946,7,29,18.4
1946,8,6,18.4
1946,9,21,18.4
1946,10,14,18.4
1946,10,20,18.4
1946,10,27,18.4
1946,9,8,18.5
1946,5,3,18.6
1946,10,16,18.6
1946,6,8,18.7
1946,8,4,18.7
1946,10,1,18.7
1946,10,15,18.7
1946,6,11,18.8
1946,7,25,18.8
1946,8,14,18.8
1946,8,16,18.8
1946,6,9,18.9
1946,9,22,18.9
1946,9,5,19
1946,7,14,19.1
1946,8,13,19.1
1946,10,12,19.1
1946,10,13,19.1
1946,6,10,19.2
1946,6,12,19.2
1946,7,24,19.2
1946,8,9,19.2
1946,8,10,19.3
1946,8,24,19.3
1946,9,9,19.3
1946,7,21,19.4
1946,7,23,19.4
1946,7,30,19.4
1946,8,23,19.4
1946,10,2,19.5
1946,10,11,19.5
1946,7,15,19.6
1946,6,25,19.8
1946,7,3,19.8
1946,8,25,19.8
1946,7,1,19.9
1946,7,5,19.9
1946,6,20,20
1946,7,2,20
1946,8,31,20
1946,7,26,20.1
1946,9,6,20.1
1946,6,27,20.2
1946,7,6,20.2
1946,7,13,20.2
1946,6,24,20.3
1946,7,4,20.3
1946,8,15,20.3
1946,6,21,20.4
1946,6,22,20.5
1946,6,29,20.5
1946,8,8,20.5
1946,8,11,20.5
1946,6,17,20.6
1946,6,26,20.6
1946,6,28,20.6
1946,7,7,20.6
1946,7,22,20.6
1946,9,4,20.6
1946,7,19,20.7
1946,6,30,20.8
1946,7,9,20.8
1946,9,2,20.8
1946,9,3,20.8
1946,6,23,20.9
1946,7,8,20.9
1946,7,10,20.9
1946,7,11,20.9
1946,7,12,20.9
1946,8,22,21
1946,8,20,21.1
1946,8,21,21.3
1946,8,12,21.6
1945,3,25,11.1
1945,3,26,11.4
1945,4,17,11.4
1945,3,30,11.6
1945,5,9,11.6
1945,3,28,11.7
1945,4,16,11.7
1945,5,8,11.7
1945,3,27,11.8
1945,4,1,11.9
1945,5,20,11.9
1945,5,7,12
1945,5,27,12.1
1945,3,24,12.2
1945,3,31,12.2
1945,4,18,12.2
1945,3,29,12.3
1945,5,6,12.3
1945,5,11,12.4
1945,11,28,12.4
1945,5,10,12.5
1945,5,26,12.5
1945,4,3,12.6
1945,4,11,12.6
1945,4,14,12.6
1945,4,22,12.6
1945,4,19,12.7
1945,4,23,12.7
1945,4,15,12.8
1945,3,5,12.9
1945,4,4,12.9
1945,4,6,12.9
1945,3,3,13
1945,4,2,13
1945,4,7,13
1945,4,10,13
1945,12,3,13
1945,12,4,13
1945,3,1,13.1
1945,3,4,13.1
1945,3,6,13.1
1945,4,5,13.1
1945,4,13,13.1
1945,4,21,13.1
1945,12,14,13.1
1945,2,27,13.2
1945,3,2,13.2
1945,4,8,13.2
1945,12,15,13.2
1945,1,23,13.3
1945,3,7,13.3
1945,4,12,13.3
1945,4,24,13.3
1945,5,12,13.3
1945,6,3,13.3
1945,12,10,13.3
1945,12,13,13.3
1945,1,30,13.4
1945,2,28,13.4
1945,3,8,13.4
1945,3,10,13.4
1945,12,16,13.4
1945,1,24,13.5
1945,1,26,13.5
1945,1,27,13.5
1945,3,9,13.5
1945,3,11,13.5
1945,3,22,13.5
1945,11,29,13.5
1945,1,25,13.6
1945,1,29,13.6
1945,2,21,13.6
1945,2,22,13.6
1945,2,26,13.6
1945,3,19,13.6
1945,12,11,13.6
1945,1,28,13.7
1945,2,14,13.7
1945,3,15,13.7
1945,3,16,13.7
1945,11,15,13.7
1945,2,25,13.8
1945,3,17,13.8
1945,3,18,13.8
1945,3,20,13.8
1945,11,19,13.8
1945,11,20,13.8
1945,1,22,13.9
1945,2,1,13.9
1945,2,9,13.9
1945,2,20,13.9
1945,3,21,13.9
1945,12,5,13.9
1945,12,7,13.9
1945,12,8,13.9
1945,12,9,13.9
1945,1,4,14
1945,1,31,14
1945,2,16,14
1945,3,13,14
1945,5,25,14
1945,12,6,14
1945,1,17,14.1
1945,1,21,14.1
1945,2,2,14.1
1945,2,8,14.1
1945,2,10,14.1
1945,2,11,14.1
1945,2,23,14.1
1945,3,12,14.1
1945,12,12,14.1
1945,1,5,14.2
1945,1,20,14.2
1945,2,7,14.2
1945,2,24,14.2
1945,3,14,14.2
1945,11,25,14.2
1945,12,17,14.2
1945,2,4,14.3
1945,2,5,14.3
1945,2,6,14.3
1945,2,12,14.3
1945,2,13,14.3
1945,2,15,14.3
1945,2,17,14.3
1945,2,19,14.3
1945,5,5,14.3
1945,11,13,14.3
1945,11,14,14.3
1945,11,21,14.3
1945,12,2,14.3
1945,4,20,14.4
1945,6,2,14.4
1945,11,18,14.4
1945,12,19,14.4
1945,12,20,14.4
1945,1,6,14.5
1945,1,18,14.5
1945,1,3,14.6
1945,1,19,14.6
1945,12,1,14.6
1945,12,18,14.6
1945,1,7,14.7
1945,1,12,14.7
1945,2,18,14.7
1945,11,12,14.7
1945,11,16,14.7
1945,11,17,14.7
1945,11,27,14.7
1945,11,30,14.7
1945,1,8,14.8
1945,1,11,14.8
1945,1,13,14.8
1945,1,16,14.8
1945,5,14,14.8
1945,11,22,14.8
1945,1,9,14.9
1945,1,10,14.9
1945,1,14,14.9
1945,4,25,14.9
1945,11,23,14.9
1945,1,15,15
1945,11,26,15
1945,12,31,15
1945,4,29,15.1
1945,6,4,15.1
1945,12,25,15.1
1945,12,30,15.1
1945,5,21,15.2
1945,5,23,15.2
1945,5,28,15.2
1945,11,24,15.2
1945,12,21,15.2
1945,12,26,15.2
1945,12,27,15.2
1945,12,28,15.2
1945,12,29,15.2
1945,5,15,15.3
1945,5,24,15.3
1945,10,19,15.3
1945,11,4,15.3
1945,12,22,15.3
1945,12,24,15.3
1945,5,22,15.4
1945,12,23,15.4
1945,5,2,15.5
1945,5,3,15.5
1945,5,4,15.6
1945,7,6,15.6
1945,9,9,15.6
1945,11,11,15.6
1945,4,28,15.7
1945,5,13,15.7
1945,11,3,15.7
1945,4,30,15.8
1945,5,1,15.8
1945,7,22,15.8
1945,9,14,15.8
1945,5,16,15.9
1945,7,7,15.9
1945,9,11,16.1
1945,10,26,16.1
1945,5,17,16.2
1945,6,1,16.2
1945,7,21,16.2
1945,9,12,16.2
1945,11,5,16.2
1945,11,10,16.2
1945,5,18,16.6
1945,5,19,16.6
1945,7,8,16.6
1945,10,21,16.6
1945,11,2,16.6
1945,6,9,16.7
1945,7,11,16.8
1945,7,20,17
1945,11,1,17
1945,6,6,17.1
1945,9,13,17.1
1945,10,20,17.1
1945,10,23,17.1
1945,7,5,17.2
1945,10,25,17.2
1945,10,27,17.2
1945,10,28,17.2
1945,10,30,17.2
1945,10,31,17.2
1945,8,8,17.3
1945,9,6,17.3
1945,10,22,17.3
1945,10,29,17.3
1945,11,6,17.3
1945,5,29,17.4
1945,9,26,17.4
1945,10,24,17.4
1945,5,30,17.5
1945,7,12,17.5
1945,9,24,17.5
1945,5,31,17.6
1945,7,23,17.6
1945,9,25,17.6
1945,6,12,17.7
1945,10,1,17.7
1945,8,11,17.8
1945,7,10,17.9
1945,8,9,17.9
1945,9,10,17.9
1945,6,13,18
1945,7,9,18
1945,10,4,18
1945,9,16,18.1
1945,10,10,18.1
1945,6,10,18.2
1945,6,11,18.2
1945,6,14,18.2
1945,6,15,18.2
1945,9,29,18.2
1945,10,11,18.2
1945,7,25,18.3
1945,10,2,18.3
1945,6,7,18.4
1945,10,12,18.4
1945,10,18,18.4
1945,6,5,18.5
1945,6,8,18.5
1945,8,12,18.5
1945,10,17,18.5
1945,6,18,18.6
1945,6,19,18.7
1945,6,21,18.7
1945,6,22,18.7
1945,7,19,18.7
1945,10,3,18.7
1945,6,16,18.8
1945,6,24,18.8
1945,7,4,18.8
1945,9,5,18.8
1945,10,13,18.8
1945,10,16,18.8
1945,6,17,18.9
1945,6,20,18.9
1945,10,5,18.9
1945,6,23,19
1945,9,28,19
1945,9,30,19
1945,6,25,19.1
1945,10,14,19.1
1945,10,15,19.1
1945,6,27,19.2
1945,7,3,19.2
1945,7,13,19.2
1945,8,15,19.2
1945,8,30,19.2
1945,9,23,19.2
1945,7,17,19.3
1945,10,6,19.3
1945,6,26,19.4
1945,6,28,19.4
1945,7,14,19.4
1945,8,10,19.4
1945,6,29,19.5
1945,7,2,19.5
1945,9,27,19.5
1945,10,7,19.5
1945,8,26,19.6
1945,10,8,19.6
1945,10,9,19.6
1945,6,30,19.7
1945,7,1,19.8
1945,7,15,19.8
1945,7,16,19.9
1945,8,2,19.9
1945,8,13,19.9
1945,8,23,19.9
1945,9,15,19.9
1945,9,17,19.9
1945,8,7,20
1945,7,31,20.1
1945,8,22,20.1
1945,9,2,20.1
1945,7,18,20.2
1945,8,1,20.2
1945,9,18,20.2
1945,8,24,20.3
1945,9,22,20.3
1945,8,16,20.4
1945,7,24,20.5
1945,7,26,20.5
1945,8,14,20.5
1945,8,31,20.5
1945,9,20,20.5
1945,9,21,20.6
1945,8,6,20.7
1945,8,21,20.7
1945,9,7,20.7
1945,7,27,20.8
1945,7,28,20.8
1945,7,29,20.8
1945,9,1,20.8
1945,9,19,20.8
1945,8,17,20.9
1945,8,18,21
1945,8,19,21.1
1945,8,25,21.1
1945,8,27,21.1
1945,7,30,21.2
1945,8,3,21.3
1945,8,20,21.4
1945,8,28,21.4
1945,9,8,21.4
1945,8,29,21.6
1945,8,5,21.8
1945,9,3,21.8
1945,8,4,22
1945,9,4,22.4
1944,5,21,12.9
1944,7,5,13.1
1944,2,28,13.2
1944,5,20,13.2
1944,7,6,13.2
1944,2,19,13.3
1944,2,18,13.4
1944,2,20,13.4
1944,2,27,13.4
1944,2,14,13.5
1944,2,16,13.6
1944,2,24,13.6
1944,2,25,13.6
1944,1,27,13.7
1944,1,28,13.7
1944,2,22,13.7
1944,2,23,13.7
1944,2,26,13.7
1944,5,24,13.7
1944,1,14,13.8
1944,2,15,13.8
1944,2,17,13.8
1944,2,29,13.8
1944,3,1,13.8
1944,1,26,13.9
1944,2,13,13.9
1944,2,21,13.9
1944,3,2,13.9
1944,4,17,13.9
1944,5,19,13.9
1944,1,13,14
1944,1,29,14
1944,2,11,14
1944,2,12,14
1944,3,16,14
1944,3,21,14
1944,3,29,14
1944,4,28,14
1944,1,9,14.1
1944,1,10,14.1
1944,1,15,14.1
1944,1,19,14.1
1944,1,20,14.1
1944,2,10,14.1
1944,3,4,14.1
1944,3,17,14.1
1944,4,19,14.1
1944,12,18,14.1
1944,12,19,14.1
1944,1,11,14.2
1944,1,12,14.2
1944,1,16,14.2
1944,1,17,14.2
1944,1,18,14.2
1944,1,25,14.2
1944,2,5,14.2
1944,2,6,14.2
1944,3,7,14.2
1944,3,30,14.2
1944,12,20,14.2
1944,1,30,14.3
1944,1,31,14.3
1944,2,9,14.3
1944,3,3,14.3
1944,3,6,14.3
1944,3,8,14.3
1944,3,15,14.3
1944,3,22,14.3
1944,12,16,14.3
1944,12,30,14.3
1944,1,8,14.4
1944,1,21,14.4
1944,2,1,14.4
1944,2,2,14.4
1944,2,4,14.4
1944,3,31,14.4
1944,4,18,14.4
1944,4,25,14.4
1944,12,10,14.4
1944,12,17,14.4
1944,1,23,14.5
1944,3,9,14.5
1944,3,11,14.5
1944,3,14,14.5
1944,3,18,14.5
1944,4,22,14.5
1944,4,26,14.5
1944,4,27,14.5
1944,5,5,14.5
1944,12,12,14.5
1944,12,15,14.5
1944,12,21,14.5
1944,1,7,14.6
1944,1,22,14.6
1944,2,7,14.6
1944,4,23,14.6
1944,5,9,14.6
1944,6,30,14.6
1944,7,20,14.6
1944,12,27,14.6
1944,1,5,14.7
1944,2,8,14.7
1944,3,10,14.7
1944,3,25,14.7
1944,4,24,14.7
1944,4,29,14.7
1944,12,22,14.7
1944,12,23,14.7
1944,12,29,14.7
1944,1,4,14.8
1944,3,5,14.8
1944,3,20,14.8
1944,3,23,14.8
1944,3,27,14.8
1944,7,7,14.8
1944,12,11,14.8
1944,12,14,14.8
1944,1,2,14.9
1944,1,6,14.9
1944,3,26,14.9
1944,7,1,14.9
1944,12,7,14.9
1944,12,26,14.9
1944,1,3,15
1944,3,12,15
1944,3,13,15
1944,3,19,15
1944,3,24,15
1944,4,3,15
1944,4,6,15
1944,7,2,15
1944,7,15,15
1944,12,3,15
1944,12,5,15
1944,12,6,15
1944,12,9,15
1944,12,25,15
1944,12,28,15
1944,1,1,15.1
1944,4,16,15.1
1944,4,30,15.1
1944,7,16,15.1
1944,7,18,15.1
1944,12,8,15.1
1944,12,13,15.1
1944,12,24,15.1
1944,4,1,15.2
1944,4,7,15.2
1944,4,21,15.2
1944,7,12,15.2
1944,10,12,15.2
1944,12,4,15.2
1944,3,28,15.3
1944,4,5,15.3
1944,5,3,15.3
1944,4,4,15.4
1944,4,20,15.4
1944,5,1,15.4
1944,5,4,15.4
1944,5,6,15.4
1944,11,26,15.4
1944,4,2,15.5
1944,4,14,15.5
1944,4,15,15.5
1944,5,2,15.5
1944,5,7,15.5
1944,7,10,15.5
1944,4,10,15.6
1944,5,22,15.6
1944,5,23,15.6
1944,8,22,15.7
1944,11,25,15.7
1944,12,1,15.7
1944,5,8,15.8
1944,7,11,15.8
1944,8,9,15.8
1944,12,2,15.8
1944,4,11,15.9
1944,10,13,15.9
1944,11,27,15.9
1944,11,28,15.9
1944,11,29,15.9
1944,11,30,15.9
1944,4,8,16
1944,5,25,16
1944,5,26,16
1944,11,23,16
1944,4,13,16.1
1944,5,10,16.1
1944,7,3,16.1
1944,7,4,16.1
1944,9,22,16.1
1944,11,17,16.1
1944,4,12,16.2
1944,5,11,16.2
1944,11,21,16.2
1944,11,22,16.2
1944,11,24,16.2
1944,10,14,16.3
1944,10,22,16.3
1944,11,18,16.3
1944,11,19,16.3
1944,11,20,16.3
1944,5,17,16.5
1944,5,27,16.5
1944,6,22,16.5
1944,6,23,16.5
1944,9,5,16.5
1944,11,8,16.5
1944,11,14,16.5
1944,11,15,16.5
1944,11,16,16.5
1944,5,12,16.6
1944,6,7,16.6
1944,6,21,16.6
1944,8,10,16.6
1944,8,23,16.6
1944,8,28,16.6
1944,10,10,16.6
1944,11,6,16.6
1944,7,21,16.7
1944,8,29,16.7
1944,9,4,16.7
1944,11,13,16.7
1944,5,29,16.8
1944,6,19,16.8
1944,6,25,16.8
1944,7,19,16.8
1944,10,5,16.8
1944,10,27,16.8
1944,11,7,16.8
1944,11,10,16.8
1944,5,18,16.9
1944,5,28,16.9
1944,6,17,16.9
1944,6,24,16.9
1944,7,17,16.9
1944,9,8,16.9
1944,10,11,16.9
1944,10,31,16.9
1944,11,2,16.9
1944,11,5,16.9
1944,5,30,17
1944,6,16,17
1944,8,11,17
1944,8,21,17
1944,10,9,17
1944,10,21,17
1944,11,3,17
1944,11,9,17
1944,11,11,17
1944,11,12,17
1944,9,1,17.1
1944,9,7,17.1
1944,9,23,17.1
1944,5,13,17.2
1944,5,14,17.2
1944,6,26,17.2
1944,7,8,17.2
1944,10,20,17.2
1944,11,4,17.2
1944,5,15,17.3
1944,6,6,17.3
1944,8,31,17.3
1944,5,16,17.4
1944,8,7,17.4
1944,8,20,17.4
1944,11,1,17.4
1944,7,14,17.5
1944,10,18,17.5
1944,10,25,17.5
1944,10,30,17.5
1944,5,31,17.6
1944,6,1,17.6
1944,10,19,17.6
1944,10,23,17.6
1944,10,24,17.6
1944,10,26,17.6
1944,10,28,17.6
1944,6,3,17.7
1944,6,4,17.7
1944,6,28,17.7
1944,8,12,17.7
1944,8,30,17.7
1944,9,20,17.7
1944,9,24,17.7
1944,10,4,17.7
1944,10,15,17.7
1944,10,29,17.7
1944,6,2,17.8
1944,6,29,17.8
1944,9,27,17.8
1944,7,9,17.9
1944,8,26,17.9
1944,10,7,17.9
1944,8,2,18
1944,8,16,18
1944,10,6,18
1944,10,17,18
1944,6,9,18.1
1944,6,20,18.1
1944,7,29,18.1
1944,7,30,18.1
1944,9,6,18.1
1944,9,25,18.1
1944,9,28,18.1
1944,10,16,18.1
1944,6,27,18.2
1944,8,4,18.2
1944,9,26,18.2
1944,10,8,18.2
1944,6,5,18.3
1944,6,10,18.4
1944,8,1,18.4
1944,8,19,18.4
1944,7,13,18.5
1944,9,19,18.5
1944,9,30,18.5
1944,6,13,18.6
1944,8,8,18.6
1944,6,8,18.7
1944,9,29,18.7
1944,6,15,18.8
1944,7,24,18.8
1944,7,28,18.8
1944,9,2,18.8
1944,6,11,18.9
1944,7,22,18.9
1944,7,23,18.9
1944,8,6,18.9
1944,9,18,18.9
1944,6,12,19
1944,6,14,19
1944,8,18,19
1944,8,24,19
1944,8,25,19
1944,9,16,19
1944,9,17,19.1
1944,9,9,19.2
1944,6,18,19.3
1944,8,3,19.3
1944,8,17,19.3
1944,8,27,19.3
1944,9,15,19.3
1944,7,26,19.4
1944,9,10,19.4
1944,9,21,19.4
1944,9,3,19.5
1944,7,31,19.7
1944,7,25,19.9
1944,8,5,19.9
1944,7,27,20
1944,9,14,20.2
1944,8,14,20.3
1944,9,11,20.4
1944,9,12,20.5
1944,9,13,20.5
1944,8,13,20.7
1944,8,15,20.8
1943,4,13,12.4
1943,5,2,12.4
1943,4,20,12.6
1943,4,29,12.6
1943,7,4,12.6
1943,4,19,12.8
1943,4,3,13
1943,5,17,13
1943,7,2,13
1943,1,9,13.1
1943,4,1,13.2
1943,4,4,13.2
1943,4,21,13.2
1943,4,10,13.4
1943,7,5,13.4
1943,7,16,13.4
1943,1,5,13.6
1943,1,7,13.6
1943,4,18,13.6
1943,4,26,13.6
1943,7,17,13.6
1943,1,4,13.7
1943,1,8,13.7
1943,1,11,13.7
1943,4,2,13.7
1943,4,11,13.7
1943,1,6,13.8
1943,2,10,13.8
1943,7,3,13.8
1943,1,10,13.9
1943,1,19,13.9
1943,2,15,14
1943,4,30,14
1943,7,10,14
1943,7,11,14
1943,9,14,14
1943,1,1,14.1
1943,1,2,14.1
1943,1,12,14.1
1943,1,20,14.1
1943,1,21,14.1
1943,1,24,14.1
1943,2,14,14.1
1943,4,23,14.1
1943,9,15,14.1
1943,1,13,14.2
1943,2,11,14.2
1943,2,13,14.2
1943,2,16,14.2
1943,5,25,14.2
1943,6,29,14.2
1943,7,8,14.2
1943,1,3,14.3
1943,1,14,14.3
1943,1,22,14.3
1943,2,12,14.3
1943,3,29,14.3
1943,4,24,14.3
1943,7,18,14.3
1943,9,13,14.3
1943,1,18,14.4
1943,1,28,14.4
1943,2,5,14.4
1943,3,19,14.4
1943,4,5,14.4
1943,4,12,14.4
1943,5,1,14.4
1943,1,15,14.5
1943,1,29,14.5
1943,1,30,14.5
1943,2,1,14.5
1943,2,2,14.5
1943,2,20,14.5
1943,3,20,14.5
1943,4,25,14.5
1943,4,28,14.5
1943,5,5,14.5
1943,5,7,14.5
1943,1,31,14.6
1943,2,3,14.6
1943,2,7,14.6
1943,2,19,14.6
1943,4,22,14.6
1943,6,25,14.6
1943,7,21,14.6
1943,1,16,14.7
1943,1,17,14.7
1943,1,25,14.7
1943,1,26,14.7
1943,1,27,14.7
1943,2,4,14.7
1943,2,6,14.7
1943,2,26,14.7
1943,3,2,14.7
1943,6,23,14.7
1943,2,17,14.8
1943,2,18,14.8
1943,2,22,14.8
1943,2,23,14.8
1943,3,17,14.8
1943,4,8,14.8
1943,4,27,14.8
1943,7,6,14.8
1943,2,8,14.9
1943,2,21,14.9
1943,2,25,14.9
1943,2,27,14.9
1943,2,28,14.9
1943,3,1,14.9
