Year,Latitude,Longitude,Location
2016,29.655942,-82.303780,POINT (-82.30378 29.655941999999996)
2019,29.655952,-82.394861,POINT (-82.394861 29.655952)
2019,29.655961,-82.378217,POINT (-82.37821700000002 29.655961)
2019,29.655966,-82.328728,POINT (-82.328728 29.655966000000003)
2019,29.655981,-82.377452,POINT (-82.377452 29.655980999999997)
2019,29.655987,-82.374847,POINT (-82.374847 29.655986999999996)
2015,29.655988,-82.374042,POINT (-82.374042 29.655988)
2019,29.655995,-82.373244,POINT (-82.373244 29.655995000000004)
2019,29.656000,-82.374042,POINT (-82.374042 29.656)
2019,29.656001,-82.372406,POINT (-82.372406 29.656001)
2019,29.656005,-82.375645,POINT (-82.375645 29.656004999999997)
2015,29.656009,-82.372406,POINT (-82.372406 29.656009)
2019,29.656011,-82.377451,POINT (-82.377451 29.656011000000003)
2019,29.656013,-82.310027,POINT (-82.310027 29.656013000000005)
2019,29.656021,-82.374847,POINT (-82.374847 29.656021)
2015,29.656031,-82.367675,POINT (-82.367675 29.656031)
2019,29.656036,-82.375646,POINT (-82.375646 29.656036)
2019,29.656046,-82.347812,POINT (-82.347812 29.656046)
2019,29.656049,-82.341793,POINT (-82.341793 29.656049)
2016,29.656061,-82.394853,POINT (-82.394853 29.656061000000005)
2019,29.656064,-82.344645,POINT (-82.344645 29.656064000000004)
2019,29.656071,-82.335006,POINT (-82.335006 29.656070999999997)
2016,29.656073,-82.396562,POINT (-82.396562 29.656073)
2019,29.656080,-82.319553,POINT (-82.319553 29.656080000000003)
2019,29.656087,-82.364552,POINT (-82.364552 29.656087)
2019,29.656088,-82.396558,POINT (-82.396558 29.656088)
2015,29.656093,-82.396557,POINT (-82.396557 29.656092999999995)
2015,29.656102,-82.364666,POINT (-82.364666 29.656102)
2019,29.656119,-82.320865,POINT (-82.320865 29.656119000000004)
2019,29.656119,-82.320865,POINT (-82.320865 29.656119000000004)
2019,29.656123,-82.328731,POINT (-82.328731 29.656123)
2019,29.656123,-82.396550,POINT (-82.39655 29.656123)
2019,29.656127,-82.305543,POINT (-82.305543 29.656127000000005)
2019,29.656136,-82.305035,POINT (-82.305035 29.656136)
2015,29.656152,-82.303637,POINT (-82.303637 29.656152000000002)
2015,29.656158,-82.394846,POINT (-82.394846 29.656157999999998)
2019,29.656162,-82.303343,POINT (-82.303343 29.656162000000002)
2019,29.656165,-82.394846,POINT (-82.394846 29.656165)
2019,29.656173,-82.302974,POINT (-82.302974 29.656173000000003)
2018,29.656175,-82.396538,POINT (-82.396538 29.656175)
2016,29.656182,-82.332915,POINT (-82.332915 29.656182000000005)
2019,29.656182,-82.394845,POINT (-82.394845 29.656182000000005)
2019,29.656184,-82.309916,POINT (-82.309916 29.656184)
2019,29.656191,-82.394844,POINT (-82.394844 29.656191000000003)
2019,29.656196,-82.331761,POINT (-82.331761 29.656196)
2014,29.656212,-82.299088,POINT (-82.299088 29.656212000000004)
2019,29.656213,-82.374043,POINT (-82.374043 29.656213)
2019,29.656213,-82.319568,POINT (-82.319568 29.656213)
2019,29.656215,-82.377446,POINT (-82.377446 29.656215000000003)
2019,29.656229,-82.384334,POINT (-82.38433400000001 29.656229)
2015,29.656234,-82.375644,POINT (-82.375644 29.656234)
2019,29.656235,-82.376461,POINT (-82.376461 29.656235)
2019,29.656241,-82.377446,POINT (-82.377446 29.656241)
2019,29.656243,-82.328734,POINT (-82.328734 29.656242999999996)
2019,29.656253,-82.385478,POINT (-82.385478 29.656253)
2019,29.656254,-82.353880,POINT (-82.35388 29.656254000000004)
2018,29.656255,-82.354157,POINT (-82.354157 29.656255)
2019,29.656255,-82.354184,POINT (-82.354184 29.656255)
2019,29.656256,-82.354455,POINT (-82.354455 29.656256)
2019,29.656258,-82.354873,POINT (-82.354873 29.656258)
2017,29.656259,-82.355225,POINT (-82.355225 29.656259)
2019,29.656264,-82.291448,POINT (-82.291448 29.656263999999997)
2019,29.656264,-82.372403,POINT (-82.372403 29.656263999999997)
2019,29.656265,-82.328734,POINT (-82.328734 29.656265)
2019,29.656271,-82.373247,POINT (-82.373247 29.656271)
2015,29.656274,-82.374848,POINT (-82.374848 29.656274)
2019,29.656275,-82.372403,POINT (-82.372403 29.656275000000004)
2019,29.656276,-82.373247,POINT (-82.373247 29.656276000000002)
2019,29.656276,-82.292881,POINT (-82.292881 29.656276000000002)
2019,29.656277,-82.378217,POINT (-82.37821700000002 29.656277)
2015,29.656287,-82.396513,POINT (-82.396513 29.656287)
2019,29.656295,-82.336419,POINT (-82.336419 29.656295)
2019,29.656304,-82.336737,POINT (-82.336737 29.656304)
2019,29.656305,-82.336782,POINT (-82.336782 29.656305)
2019,29.656310,-82.336943,POINT (-82.336943 29.65631)
2019,29.656310,-82.336943,POINT (-82.336943 29.65631)
2019,29.656313,-82.365058,POINT (-82.365058 29.656313)
2019,29.656314,-82.376606,POINT (-82.376606 29.656314)
2017,29.656338,-82.367143,POINT (-82.367143 29.656338000000005)
2019,29.656351,-82.394830,POINT (-82.39483 29.656350999999997)
2019,29.656385,-82.311274,POINT (-82.311274 29.656385)
2015,29.656392,-82.394826,POINT (-82.394826 29.656392)
2019,29.656394,-82.311541,POINT (-82.311541 29.656393999999995)
2019,29.656394,-82.328736,POINT (-82.328736 29.656393999999995)
2019,29.656394,-82.328736,POINT (-82.328736 29.656393999999995)
2019,29.656398,-82.313551,POINT (-82.313551 29.656398)
2019,29.656398,-82.313551,POINT (-82.313551 29.656398)
2019,29.656399,-82.312596,POINT (-82.312596 29.656399000000004)
2019,29.656401,-82.313928,POINT (-82.313928 29.656401)
2019,29.656401,-82.313928,POINT (-82.313928 29.656401)
2019,29.656408,-82.341785,POINT (-82.341785 29.656408000000003)
2017,29.656418,-82.309763,POINT (-82.30976300000002 29.656417999999995)
2019,29.656432,-82.326630,POINT (-82.32663 29.656432000000002)
2019,29.656432,-82.326630,POINT (-82.32663 29.656432000000002)
2019,29.656432,-82.326630,POINT (-82.32663 29.656432000000002)
2019,29.656432,-82.326630,POINT (-82.32663 29.656432000000002)
2019,29.656432,-82.326630,POINT (-82.32663 29.656432000000002)
2019,29.656432,-82.326630,POINT (-82.32663 29.656432000000002)
2019,29.656432,-82.326630,POINT (-82.32663 29.656432000000002)
2019,29.656440,-82.317163,POINT (-82.317163 29.65644)
2016,29.656446,-82.394814,POINT (-82.39481400000001 29.656446)
2019,29.656453,-82.347811,POINT (-82.34781100000001 29.656453000000003)
2016,29.656480,-82.329310,POINT (-82.32931 29.65648)
2018,29.656483,-82.364574,POINT (-82.364574 29.656482999999998)
2018,29.656483,-82.394801,POINT (-82.394801 29.656482999999998)
2019,29.656483,-82.329798,POINT (-82.329798 29.656482999999998)
2019,29.656483,-82.329809,POINT (-82.329809 29.656482999999998)
2019,29.656484,-82.329973,POINT (-82.329973 29.656483999999995)
2019,29.656484,-82.329972,POINT (-82.329972 29.656483999999995)
2019,29.656485,-82.330105,POINT (-82.330105 29.656485)
2014,29.656490,-82.377444,POINT (-82.377444 29.65649)
2019,29.656497,-82.394796,POINT (-82.394796 29.656497)
2015,29.656501,-82.318555,POINT (-82.318555 29.656501)
2019,29.656508,-82.365524,POINT (-82.365524 29.656508000000002)
2014,29.656523,-82.310575,POINT (-82.310575 29.656522999999996)
2019,29.656536,-82.378215,POINT (-82.378215 29.656536)
2019,29.656544,-82.396455,POINT (-82.396455 29.656543999999997)
2019,29.656552,-82.374044,POINT (-82.374044 29.656552000000005)
2014,29.656553,-82.374850,POINT (-82.37485 29.656553000000002)
2019,29.656555,-82.372400,POINT (-82.3724 29.656555000000004)
2019,29.656564,-82.373250,POINT (-82.37325 29.656564)
2019,29.656566,-82.372400,POINT (-82.3724 29.656566)
2019,29.656569,-82.331311,POINT (-82.331311 29.656569)
2019,29.656576,-82.375636,POINT (-82.375636 29.656576000000005)
2014,29.656580,-82.398300,POINT (-82.3983 29.65658)
2014,29.656585,-82.398874,POINT (-82.398874 29.656585000000003)
2019,29.656589,-82.334868,POINT (-82.334868 29.656588999999997)
2019,29.656589,-82.378214,POINT (-82.378214 29.656588999999997)
2019,29.656589,-82.334669,POINT (-82.334669 29.656588999999997)
2019,29.656589,-82.334669,POINT (-82.334669 29.656588999999997)
2019,29.656589,-82.333266,POINT (-82.333266 29.656588999999997)
2019,29.656589,-82.333266,POINT (-82.333266 29.656588999999997)
2019,29.656589,-82.333617,POINT (-82.333617 29.656588999999997)
2019,29.656589,-82.333452,POINT (-82.333452 29.656588999999997)
2019,29.656593,-82.399512,POINT (-82.399512 29.656593)
2015,29.656598,-82.400622,POINT (-82.40062200000001 29.656598000000002)
2019,29.656599,-82.401775,POINT (-82.401775 29.656599)
2019,29.656602,-82.327935,POINT (-82.327935 29.656602)
2019,29.656602,-82.327935,POINT (-82.327935 29.656602)
2018,29.656604,-82.316497,POINT (-82.316497 29.656604)
2019,29.656608,-82.402294,POINT (-82.402294 29.656608)
2019,29.656608,-82.396440,POINT (-82.39644 29.656608)
2019,29.656642,-82.309617,POINT (-82.309617 29.656642000000005)
2019,29.656642,-82.396433,POINT (-82.396433 29.656642000000005)
2019,29.656647,-82.397499,POINT (-82.397499 29.656647)
2019,29.656652,-82.328743,POINT (-82.32874300000002 29.656651999999998)
2019,29.656653,-82.385050,POINT (-82.38505 29.656653)
2019,29.656655,-82.327933,POINT (-82.327933 29.656654999999997)
2014,29.656657,-82.332907,POINT (-82.332907 29.656657)
2017,29.656658,-82.315582,POINT (-82.315582 29.656657999999997)
2016,29.656663,-82.343840,POINT (-82.34384 29.656663000000005)
2019,29.656663,-82.342840,POINT (-82.34284 29.656663000000005)
2019,29.656663,-82.341961,POINT (-82.341961 29.656663000000005)
2019,29.656663,-82.344097,POINT (-82.344097 29.656663000000005)
2019,29.656663,-82.343773,POINT (-82.343773 29.656663000000005)
2019,29.656663,-82.342834,POINT (-82.342834 29.656663000000005)
2019,29.656663,-82.343163,POINT (-82.343163 29.656663000000005)
2019,29.656663,-82.343311,POINT (-82.343311 29.656663000000005)
2019,29.656663,-82.343571,POINT (-82.343571 29.656663000000005)
2019,29.656663,-82.344322,POINT (-82.344322 29.656663000000005)
2019,29.656663,-82.344322,POINT (-82.344322 29.656663000000005)
2019,29.656665,-82.344859,POINT (-82.34485900000001 29.656665)
2019,29.656668,-82.345115,POINT (-82.34511500000002 29.656668)
2019,29.656670,-82.365939,POINT (-82.365939 29.656670000000002)
2019,29.656670,-82.345339,POINT (-82.345339 29.656670000000002)
2019,29.656672,-82.345458,POINT (-82.345458 29.656672)
2019,29.656673,-82.345568,POINT (-82.345568 29.656673)
2019,29.656675,-82.345797,POINT (-82.345797 29.656675)
2019,29.656676,-82.345871,POINT (-82.345871 29.656675999999997)
2019,29.656676,-82.332906,POINT (-82.332906 29.656675999999997)
2017,29.656678,-82.346079,POINT (-82.346079 29.656678)
2019,29.656680,-82.346251,POINT (-82.34625100000001 29.65668)
2019,29.656682,-82.346365,POINT (-82.346365 29.656682000000004)
2019,29.656684,-82.309589,POINT (-82.309589 29.656684)
2016,29.656685,-82.346641,POINT (-82.346641 29.656685000000003)
2019,29.656688,-82.346973,POINT (-82.346973 29.656688000000003)
2019,29.656692,-82.366415,POINT (-82.366415 29.656692)
2019,29.656699,-82.314794,POINT (-82.314794 29.656699)
2019,29.656699,-82.314794,POINT (-82.314794 29.656699)
2019,29.656703,-82.396420,POINT (-82.39642 29.656703000000004)
2019,29.656717,-82.327932,POINT (-82.327932 29.656717)
2019,29.656737,-82.316463,POINT (-82.316463 29.656737)
2018,29.656750,-82.317434,POINT (-82.31743400000002 29.65675)
2015,29.656777,-82.398641,POINT (-82.398641 29.656777000000005)
2019,29.656779,-82.372400,POINT (-82.3724 29.656779)
2019,29.656786,-82.399783,POINT (-82.399783 29.656786)
2019,29.656797,-82.304191,POINT (-82.304191 29.656797)
2019,29.656801,-82.304034,POINT (-82.304034 29.656801)
2019,29.656806,-82.403674,POINT (-82.403674 29.656805999999996)
2019,29.656807,-82.373253,POINT (-82.373253 29.656807)
2019,29.656814,-82.372401,POINT (-82.372401 29.656814000000004)
2019,29.656814,-82.314795,POINT (-82.314795 29.656814000000004)
2018,29.656815,-82.394644,POINT (-82.394644 29.656815)
2019,29.656823,-82.374045,POINT (-82.374045 29.656823000000003)
2016,29.656835,-82.396400,POINT (-82.3964 29.656835000000004)
2019,29.656838,-82.394632,POINT (-82.394632 29.656838000000004)
2018,29.656839,-82.394632,POINT (-82.394632 29.656839)
2019,29.656839,-82.377441,POINT (-82.377441 29.656839)
2019,29.656843,-82.374852,POINT (-82.374852 29.656843)
2019,29.656844,-82.377441,POINT (-82.377441 29.656844000000003)
2015,29.656850,-82.309481,POINT (-82.309481 29.65685)
2015,29.656853,-82.396399,POINT (-82.396399 29.656853000000005)
2019,29.656877,-82.373253,POINT (-82.373253 29.656877000000005)
2019,29.656878,-82.378211,POINT (-82.378211 29.656878000000003)
2019,29.656887,-82.327796,POINT (-82.327796 29.656887)
2019,29.656887,-82.327796,POINT (-82.327796 29.656887)
2016,29.656889,-82.396398,POINT (-82.396398 29.656889)
2019,29.656895,-82.396397,POINT (-82.396397 29.656895)
2019,29.656898,-82.335525,POINT (-82.335525 29.656898000000005)
2019,29.656898,-82.335525,POINT (-82.335525 29.656898000000005)
2019,29.656899,-82.335681,POINT (-82.33568100000001 29.656899000000003)
2019,29.656902,-82.328751,POINT (-82.328751 29.656902000000002)
2019,29.656903,-82.336158,POINT (-82.336158 29.656903)
2019,29.656904,-82.336224,POINT (-82.336224 29.656904000000004)
2017,29.656905,-82.336326,POINT (-82.33632600000001 29.656905000000002)
2017,29.656906,-82.318839,POINT (-82.318839 29.656906)
2019,29.656906,-82.336438,POINT (-82.336438 29.656906)
2016,29.656908,-82.317973,POINT (-82.317973 29.656908)
2019,29.656909,-82.318128,POINT (-82.31812800000002 29.656909)
2019,29.656909,-82.318128,POINT (-82.31812800000002 29.656909)
2019,29.656909,-82.318128,POINT (-82.31812800000002 29.656909)
2019,29.656914,-82.317436,POINT (-82.31743600000001 29.656913999999997)
2019,29.656935,-82.310586,POINT (-82.310586 29.656934999999997)
2019,29.656944,-82.347810,POINT (-82.34781 29.656944000000003)
2019,29.656968,-82.314795,POINT (-82.314795 29.656968000000003)
2019,29.656987,-82.311766,POINT (-82.311766 29.656987)
2017,29.656990,-82.359871,POINT (-82.359871 29.65699)
2019,29.657014,-82.372401,POINT (-82.372401 29.657014)
2019,29.657021,-82.327929,POINT (-82.327929 29.657021)
2019,29.657027,-82.314795,POINT (-82.314795 29.657027)
2019,29.657027,-82.314795,POINT (-82.314795 29.657027)
2019,29.657034,-82.319647,POINT (-82.319647 29.657034000000003)
2014,29.657044,-82.315585,POINT (-82.315585 29.657043999999996)
2015,29.657051,-82.396412,POINT (-82.396412 29.657051)
2018,29.657052,-82.400950,POINT (-82.40095 29.657052000000004)
2019,29.657053,-82.325865,POINT (-82.325865 29.657053)
2019,29.657070,-82.353632,POINT (-82.353632 29.657070000000004)
2019,29.657070,-82.353632,POINT (-82.353632 29.657070000000004)
2019,29.657074,-82.398625,POINT (-82.398625 29.657074)
2019,29.657075,-82.335012,POINT (-82.335012 29.657075)
2019,29.657075,-82.335012,POINT (-82.335012 29.657075)
2019,29.657087,-82.373256,POINT (-82.373256 29.657087)
2019,29.657087,-82.309489,POINT (-82.309489 29.657087)
2019,29.657093,-82.313234,POINT (-82.313234 29.657093)
2019,29.657094,-82.396420,POINT (-82.39642 29.657094000000004)
2019,29.657095,-82.305844,POINT (-82.305844 29.657095)
2019,29.657096,-82.309504,POINT (-82.309504 29.657096)
2019,29.657097,-82.376616,POINT (-82.37661600000001 29.657097000000004)
2015,29.657100,-82.396421,POINT (-82.396421 29.657100000000003)
2019,29.657107,-82.374853,POINT (-82.374853 29.657107)
2017,29.657114,-82.374046,POINT (-82.374046 29.657114)
2016,29.657115,-82.330110,POINT (-82.33011 29.657115000000005)
2019,29.657115,-82.335011,POINT (-82.335011 29.657115000000005)
2019,29.657115,-82.335011,POINT (-82.335011 29.657115000000005)
2019,29.657115,-82.330110,POINT (-82.33011 29.657115000000005)
2016,29.657116,-82.329897,POINT (-82.329897 29.657116000000002)
2016,29.657116,-82.329897,POINT (-82.329897 29.657116000000002)
2016,29.657116,-82.329897,POINT (-82.329897 29.657116000000002)
2019,29.657116,-82.399784,POINT (-82.399784 29.657116000000002)
2019,29.657116,-82.329897,POINT (-82.329897 29.657116000000002)
2019,29.657116,-82.329897,POINT (-82.329897 29.657116000000002)
2019,29.657116,-82.329897,POINT (-82.329897 29.657116000000002)
2019,29.657116,-82.329897,POINT (-82.329897 29.657116000000002)
2019,29.657116,-82.329897,POINT (-82.329897 29.657116000000002)
2019,29.657118,-82.374853,POINT (-82.374853 29.657118000000004)
2019,29.657118,-82.329349,POINT (-82.329349 29.657118000000004)
2018,29.657119,-82.329166,POINT (-82.329166 29.657119)
2019,29.657119,-82.378211,POINT (-82.378211 29.657119)
2019,29.657119,-82.310330,POINT (-82.31033 29.657119)
2019,29.657121,-82.373256,POINT (-82.373256 29.657121000000004)
2019,29.657129,-82.354474,POINT (-82.354474 29.657129)
2019,29.657132,-82.313591,POINT (-82.313591 29.657132)
2019,29.657132,-82.313591,POINT (-82.313591 29.657132)
2019,29.657137,-82.313886,POINT (-82.31388600000001 29.657137000000002)
2019,29.657137,-82.313886,POINT (-82.31388600000001 29.657137000000002)
2019,29.657137,-82.313905,POINT (-82.313905 29.657137000000002)
2019,29.657137,-82.313905,POINT (-82.313905 29.657137000000002)
2019,29.657143,-82.314228,POINT (-82.31422800000001 29.657143)
2017,29.657146,-82.314349,POINT (-82.314349 29.657146)
2017,29.657146,-82.314349,POINT (-82.314349 29.657146)
2018,29.657149,-82.396430,POINT (-82.39643 29.657149)
2019,29.657149,-82.314502,POINT (-82.314502 29.657149)
2019,29.657157,-82.396432,POINT (-82.396432 29.657157000000005)
2019,29.657157,-82.378214,POINT (-82.378214 29.657157000000005)
2019,29.657178,-82.347810,POINT (-82.34781 29.657178)
2019,29.657182,-82.396437,POINT (-82.396437 29.657182000000002)
2019,29.657207,-82.292335,POINT (-82.292335 29.657207)
2019,29.657207,-82.292335,POINT (-82.292335 29.657207)
2016,29.657209,-82.318540,POINT (-82.31854 29.657209)
2016,29.657209,-82.318540,POINT (-82.31854 29.657209)
2019,29.657209,-82.326637,POINT (-82.326637 29.657209)
2019,29.657229,-82.386326,POINT (-82.38632600000001 29.657229000000005)
2019,29.657232,-82.314795,POINT (-82.314795 29.657232000000004)
2019,29.657232,-82.314795,POINT (-82.314795 29.657232000000004)
2019,29.657236,-82.396447,POINT (-82.396447 29.657236)
2019,29.657254,-82.397484,POINT (-82.397484 29.657254000000002)
2019,29.657264,-82.316584,POINT (-82.316584 29.657264)
2019,29.657272,-82.396453,POINT (-82.396453 29.657272000000003)
2019,29.657292,-82.402238,POINT (-82.402238 29.657292000000005)
2019,29.657311,-82.311762,POINT (-82.311762 29.657311000000004)
2019,29.657313,-82.396453,POINT (-82.396453 29.657313)
2014,29.657315,-82.315587,POINT (-82.315587 29.657315)
2019,29.657319,-82.332902,POINT (-82.332902 29.657319000000005)
2017,29.657325,-82.344647,POINT (-82.344647 29.657325)
2019,29.657340,-82.398620,POINT (-82.39862 29.657340000000005)
2019,29.657342,-82.317436,POINT (-82.31743600000001 29.657342)
2019,29.657353,-82.326638,POINT (-82.326638 29.657353000000004)
2019,29.657355,-82.325865,POINT (-82.325865 29.657355)
2018,29.657358,-82.378231,POINT (-82.378231 29.657358)
2019,29.657358,-82.396449,POINT (-82.396449 29.657358)
2019,29.657360,-82.373258,POINT (-82.373258 29.65736)
2019,29.657361,-82.353628,POINT (-82.353628 29.657361000000005)
2015,29.657365,-82.396448,POINT (-82.396448 29.657365000000002)
2019,29.657383,-82.378233,POINT (-82.378233 29.657383000000003)
2019,29.657389,-82.373259,POINT (-82.373259 29.657389)
2019,29.657392,-82.396442,POINT (-82.396442 29.657391999999998)
2019,29.657394,-82.303253,POINT (-82.303253 29.657394)
2019,29.657395,-82.374047,POINT (-82.374047 29.657395000000005)
2019,29.657397,-82.376455,POINT (-82.376455 29.657397)
2018,29.657402,-82.303948,POINT (-82.303948 29.657402)
2019,29.657403,-82.384917,POINT (-82.384917 29.657403)
2019,29.657404,-82.347809,POINT (-82.34780900000001 29.657404000000003)
2019,29.657425,-82.305373,POINT (-82.305373 29.657425000000003)
2019,29.657429,-82.374855,POINT (-82.374855 29.657429)
2019,29.657430,-82.305683,POINT (-82.305683 29.65743)
2017,29.657433,-82.403662,POINT (-82.403662 29.657433)
2019,29.657433,-82.376620,POINT (-82.37662 29.657433)
2018,29.657434,-82.375617,POINT (-82.37561700000002 29.657434)
2019,29.657442,-82.377431,POINT (-82.377431 29.657442)
2019,29.657454,-82.319746,POINT (-82.319746 29.657454)
2019,29.657463,-82.305840,POINT (-82.30584 29.657463)
2016,29.657477,-82.331850,POINT (-82.33185 29.657476999999997)
2016,29.657478,-82.332146,POINT (-82.332146 29.657478)
2019,29.657478,-82.331401,POINT (-82.331401 29.657478)
2019,29.657479,-82.332228,POINT (-82.332228 29.657479)
2019,29.657481,-82.332322,POINT (-82.332322 29.657481)
2018,29.657482,-82.326638,POINT (-82.326638 29.657482000000005)
2019,29.657490,-82.397482,POINT (-82.397482 29.65749)
2019,29.657492,-82.396402,POINT (-82.396402 29.657492)
2019,29.657493,-82.333217,POINT (-82.333217 29.657493)
2019,29.657498,-82.333709,POINT (-82.333709 29.657497999999997)
2019,29.657500,-82.396398,POINT (-82.396398 29.6575)
2019,29.657504,-82.334322,POINT (-82.334322 29.657504000000003)
2019,29.657509,-82.334769,POINT (-82.334769 29.657509000000005)
2019,29.657513,-82.335202,POINT (-82.33520200000001 29.657513)
2019,29.657513,-82.335202,POINT (-82.33520200000001 29.657513)
2019,29.657513,-82.335202,POINT (-82.33520200000001 29.657513)
2015,29.657518,-82.335835,POINT (-82.335835 29.657518)
2016,29.657520,-82.396389,POINT (-82.396389 29.65752)
2019,29.657521,-82.336163,POINT (-82.336163 29.657521)
2019,29.657525,-82.336627,POINT (-82.336627 29.657524999999996)
2019,29.657526,-82.336788,POINT (-82.336788 29.657526)
2019,29.657527,-82.318533,POINT (-82.318533 29.657527000000005)
2019,29.657527,-82.318533,POINT (-82.318533 29.657527000000005)
2019,29.657527,-82.336878,POINT (-82.336878 29.657527000000005)
2019,29.657527,-82.318533,POINT (-82.318533 29.657527000000005)
2019,29.657540,-82.341936,POINT (-82.341936 29.657539999999997)
2014,29.657544,-82.342407,POINT (-82.342407 29.657544)
2018,29.657545,-82.342512,POINT (-82.342512 29.657545)
2019,29.657546,-82.342691,POINT (-82.34269100000002 29.657545999999996)
2019,29.657547,-82.340841,POINT (-82.340841 29.657547)
2019,29.657548,-82.343007,POINT (-82.343007 29.657548)
2019,29.657548,-82.342975,POINT (-82.342975 29.657548)
2019,29.657549,-82.340538,POINT (-82.340538 29.657549000000003)
2019,29.657551,-82.343344,POINT (-82.34334400000002 29.657551000000005)
2019,29.657553,-82.343658,POINT (-82.343658 29.657553)
2017,29.657556,-82.344006,POINT (-82.344006 29.657556)
2019,29.657556,-82.317433,POINT (-82.317433 29.657556)
2019,29.657556,-82.317433,POINT (-82.317433 29.657556)
2016,29.657557,-82.344060,POINT (-82.34406 29.657557000000004)
2019,29.657559,-82.344331,POINT (-82.344331 29.657559)
2019,29.657563,-82.344834,POINT (-82.344834 29.657563)
2016,29.657565,-82.345114,POINT (-82.345114 29.657565)
2019,29.657568,-82.345444,POINT (-82.345444 29.657568)
2019,29.657569,-82.345460,POINT (-82.34546 29.657569)
2019,29.657574,-82.346017,POINT (-82.346017 29.657574)
2019,29.657576,-82.346313,POINT (-82.346313 29.657576000000002)
2019,29.657576,-82.346308,POINT (-82.346308 29.657576000000002)
2019,29.657579,-82.346638,POINT (-82.34663800000001 29.657579000000002)
2016,29.657580,-82.346644,POINT (-82.346644 29.65758)
2019,29.657583,-82.346979,POINT (-82.346979 29.657583)
2019,29.657616,-82.398621,POINT (-82.398621 29.657616)
2019,29.657623,-82.372402,POINT (-82.372402 29.657623000000005)
2018,29.657627,-82.364900,POINT (-82.3649 29.657626999999998)
2019,29.657653,-82.373261,POINT (-82.373261 29.657653)
2018,29.657655,-82.400951,POINT (-82.400951 29.657654999999995)
2018,29.657660,-82.353625,POINT (-82.353625 29.657660000000003)
2019,29.657673,-82.378258,POINT (-82.378258 29.657672999999996)
2019,29.657675,-82.374857,POINT (-82.374857 29.657674999999998)
2019,29.657683,-82.374048,POINT (-82.374048 29.657683)
2016,29.657684,-82.374857,POINT (-82.374857 29.657684000000003)
2018,29.657685,-82.375612,POINT (-82.375612 29.657685)
2019,29.657692,-82.305844,POINT (-82.305844 29.657692)
2019,29.657697,-82.376624,POINT (-82.376624 29.657696999999995)
2018,29.657715,-82.384977,POINT (-82.384977 29.657714999999996)
2019,29.657734,-82.340267,POINT (-82.340267 29.657734)
2015,29.657738,-82.293358,POINT (-82.293358 29.657738)
2019,29.657745,-82.332896,POINT (-82.332896 29.657745000000002)
2019,29.657745,-82.332896,POINT (-82.332896 29.657745000000002)
2015,29.657764,-82.404851,POINT (-82.404851 29.657764)
2017,29.657794,-82.299098,POINT (-82.299098 29.657794)
2019,29.657805,-82.349252,POINT (-82.349252 29.657804999999996)
2019,29.657815,-82.335012,POINT (-82.335012 29.657815)
2019,29.657815,-82.335012,POINT (-82.335012 29.657815)
2019,29.657815,-82.335012,POINT (-82.335012 29.657815)
2019,29.657815,-82.335012,POINT (-82.335012 29.657815)
2019,29.657815,-82.335012,POINT (-82.335012 29.657815)
2019,29.657815,-82.335012,POINT (-82.335012 29.657815)
2019,29.657815,-82.335012,POINT (-82.335012 29.657815)
2019,29.657815,-82.335012,POINT (-82.335012 29.657815)
2019,29.657841,-82.311925,POINT (-82.311925 29.657841)
2019,29.657842,-82.312163,POINT (-82.312163 29.657842)
2019,29.657842,-82.296985,POINT (-82.296985 29.657842)
2018,29.657843,-82.312754,POINT (-82.312754 29.657843)
2019,29.657843,-82.349253,POINT (-82.349253 29.657843)
2019,29.657843,-82.312964,POINT (-82.312964 29.657843)
2018,29.657844,-82.356554,POINT (-82.356554 29.657843999999997)
2019,29.657846,-82.313430,POINT (-82.31343 29.657846)
2019,29.657850,-82.313667,POINT (-82.313667 29.657850000000003)
2019,29.657850,-82.313719,POINT (-82.313719 29.657850000000003)
2019,29.657853,-82.318526,POINT (-82.318526 29.657853000000003)
2019,29.657853,-82.327301,POINT (-82.327301 29.657853000000003)
2017,29.657855,-82.314094,POINT (-82.314094 29.657855000000005)
2019,29.657857,-82.296784,POINT (-82.296784 29.657857)
2019,29.657861,-82.397474,POINT (-82.397474 29.657861000000004)
2019,29.657862,-82.327565,POINT (-82.327565 29.657862)
2019,29.657862,-82.327565,POINT (-82.327565 29.657862)
2019,29.657862,-82.327564,POINT (-82.327564 29.657862)
2019,29.657872,-82.400952,POINT (-82.400952 29.657872)
2019,29.657882,-82.398621,POINT (-82.398621 29.657882000000004)
2019,29.657888,-82.329127,POINT (-82.329127 29.657888)
2019,29.657888,-82.328354,POINT (-82.328354 29.657888)
2019,29.657890,-82.373963,POINT (-82.373963 29.657889999999995)
2019,29.657891,-82.329519,POINT (-82.32951900000002 29.657891)
2019,29.657898,-82.399792,POINT (-82.399792 29.657898000000003)
2016,29.657899,-82.296253,POINT (-82.296253 29.657899)
2019,29.657899,-82.373000,POINT (-82.373 29.657899)
2019,29.657903,-82.374636,POINT (-82.374636 29.657903000000005)
2019,29.657905,-82.372677,POINT (-82.37267700000001 29.657905)
2015,29.657909,-82.375477,POINT (-82.375477 29.657909)
2015,29.657912,-82.377176,POINT (-82.377176 29.657912)
2019,29.657912,-82.375817,POINT (-82.375817 29.657912)
